study_id,title,status,phase,enrollment
NCT07218341,A Study of Pirtobrutinib (LY3527727) in Participants With Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,RECRUITING,PHASE4,150.0
NCT05780541,PF-07304814 for Inpatients With COVID-19 (An ACTIV-3/TICO Treatment Trial),TERMINATED,PHASE3,58.0
NCT02834754,Vedolizumab Post Op Study,WITHDRAWN,PHASE2,0.0
NCT00685854,Ranibizumab Injections to Treat Macular Telangiectasia Without New Blood Vessel Growth,COMPLETED,PHASE1,5.0
NCT02971254,The Effects of Inhalational Anaesthetics in Cognitive Functions in Down Syndrome Patients,COMPLETED,PHASE2,39.0
NCT06923605,The Efficacy of Erythropoietin Oral Gel Versus Erythropoietin Mouthwash in the Management of Recurrent Aphthous Stomatitis,COMPLETED,PHASE4,60.0
NCT01165905,Safety of 24-hour Infusion of ON 01910.Na in Combination With Gemcitabine in Advanced Solid Tumors,COMPLETED,PHASE1,10.0
NCT00002105,"Randomized, Comparative Trial of DOX-SL (Stealth Liposomal Doxorubicin Hydrochloride) Versus Bleomycin and Vincristine in the Treatment of AIDS-Related Kaposi's Sarcoma",COMPLETED,PHASE3,220.0
NCT02548494,Early Administration of Long-acting Insulin Treatment of Diabetic Ketoacidosis in Pediatric Type 1 Diabetes,TERMINATED,NA,17.0
NCT06209294,Phase II Study on Neoadjuvant Therapy of AK104 Combined With Nab-paclitaxel/Carboplatin in Fertility Preserving Surgery,RECRUITING,PHASE2,30.0
NCT00172094,Safety and Efficacy of NPS 1776 in the Acute Treatment of Migraine Headaches,COMPLETED,PHASE2,189.0
NCT06757894,"Efficacy and Safety of Zuberitamab Combined with Bendamustine, Followed by Monotherapy Maintenance, in Treatment-naïve Follicular Lymphoma",NOT_YET_RECRUITING,PHASE2,50.0
NCT05711394,A Study to Assess the Adverse Events and Change in Disease Activity of Oral Atogepant Tablets in Pediatric Participants (6-17 Years of Age) With Episodic Migraine,RECRUITING,PHASE3,450.0
NCT01015794,Activation of Cervical and Upper Thoracic Brown Adipose Tissue in Humans Via Beta-adrenergic Stimulation,COMPLETED,NA,25.0
NCT04417894,A Study to Evaluate the Efficacy and Safety of Dupilumab in Adult and Adolescent Patients With Moderate-to-Severe Atopic Hand and Foot Dermatitis (Liberty-AD-HAFT),COMPLETED,PHASE3,133.0
NCT00417794,Assess the Effectiveness of Atomoxetine in Children With Fetal Alcohol Syndrome and ADD/ADHD,COMPLETED,PHASE1,38.0
NCT00675922,Study of the Treatment of Burn Wounds With Antimicrobial Topical Soaks,TERMINATED,PHASE2,98.0
NCT07097922,Compare the Clinical Efficacy of 3% Diquafosol and 0.1% Hyaluronic Acid in Patients With Dry Eye After LASIK,NOT_YET_RECRUITING,NA,140.0
NCT00363766,Study of LY573636-Sodium in Patients With Metastatic Non-Small Cell Lung Cancer,COMPLETED,PHASE2,52.0
NCT05068856,A Study of HRS2543 in Patients With Advanced Tumors,TERMINATED,PHASE1,10.0
NCT00598156,Chemotherapy and Avastin Followed by Maintenance Treatment With Avastin +/- Tarceva,COMPLETED,PHASE3,249.0
NCT05742022,"""Phospholipovit"" vs Placebo in Patients With Combined Hyperlipidemia",COMPLETED,PHASE2,100.0
NCT06225622,Dose Escalation and Expansion Clinical Trial of Irinotecan Liposome Combined With Oxaliplatin and 5-FU/LV Plus Bevacizumab as First-line Treatment of Metastatic Colorectal Cancer,UNKNOWN,PHASE1,78.0
NCT02758522,NPH and Regular Insulin in the Treatment of Inpatient Hyperglycemia: Comparison of 3 Basal-bolus Regimens,COMPLETED,PHASE4,105.0
NCT00206622,Efficacy and Safety Study in Postmenopausal Women to Determine the Lowest Effective Dose for Relief of Moderate to Severe Hot-Flushes,COMPLETED,PHASE4,425.0
NCT05279651,Ivabradine for Prevention of Myocardial Injury After Noncardiac Surgery Trial (PREVENT-MINS),ACTIVE_NOT_RECRUITING,PHASE3,2146.0
NCT00049751,Study of Human Anti-TNF Monoclonal Antibody D2E7 in Subjects With Active Rheumatoid Arthritis,COMPLETED,PHASE3,3000.0
NCT07124351,Intraoperative Imaging of Gastrointestinal Malignancies Using Pafolacianine (CYTALUX™),RECRUITING,PHASE4,15.0
NCT00801151,Vorinostat in Combination With Vinorelbine in Patients With Advanced Cancer,TERMINATED,PHASE1,30.0
NCT00490451,A Study of LY573636-Sodium in the Treatment of Patients With Metastatic Soft Tissue Sarcoma,COMPLETED,PHASE2,101.0
NCT01118351,Sunitinib Malate in Treating Patients With Recurrent Transitional Cell Bladder Cancer,TERMINATED,PHASE2,19.0
NCT07553351,GB06 Phase III Trial for Pediatric Growth Hormone Deficiency,RECRUITING,PHASE3,192.0
NCT05846451,Evaluating a Potential Pharmacokinetic Kratom-oxycodone Interaction Concurrent With Clinical Endpoints,RECRUITING,EARLY_PHASE1,16.0
NCT02064829,Bioequivalence Study of IG-001 Versus Nab-paclitaxel in Metastatic or Locally Recurrent Breast Cancer,COMPLETED,NA,111.0
NCT03678129,GABA Pathways in Autism Spectrum Disorder (ASD),COMPLETED,NA,109.0
NCT06896929,Comparison of Permethrin and Ivermectin in Children Greater Than 6 Yrs Age for Treatment of Scabies,NOT_YET_RECRUITING,PHASE2,90.0
NCT04150029,A Study of MBG453 in Combination With Azacitidine and Venetoclax in AML Patients Unfit for Chemotherapy,TERMINATED,PHASE2,90.0
NCT02421029,Prolonged Gadolinium Retention After MRI Imaging,WITHDRAWN,PHASE4,0.0
NCT05737329,"Efficacy, Safety, and Tolerability of Higher Doses Estrogen Therapy in Women With Premature Ovarian Insufficiency",UNKNOWN,PHASE1,80.0
NCT00387920,Sunitinib in Treating Young Patients With Refractory Solid Tumors,COMPLETED,PHASE1,35.0
NCT03520920,BTK Inhibitor BGB-3111 in Chinese Participants With Diffuse Large B-Cell Lymphoma (Non-GCB) and Indolent Lymphoma (FL and MZL),COMPLETED,PHASE2,41.0
NCT02647320,12-Week Study of DS-8500a in Subjects With Type 2 Diabetes Mellitus on Metformin,COMPLETED,PHASE2,298.0
NCT02278120,"Study of Efficacy and Safety in Premenopausal Women With Hormone Receptor Positive, HER2-negative Advanced Breast Cancer",COMPLETED,PHASE3,672.0
NCT00003982,MEN-10755 in Treating Patients With Solid Tumors,COMPLETED,PHASE1,30.0
NCT00678782,Evaluation of The Efficacy And Safety of Intra-Articular Etanercept in Patients With Refractory Knee Joint Synovitis,COMPLETED,PHASE2,31.0
NCT00845182,Effect of Pioglitazone and Exenatide on Body Weight and Beta Cell Function,COMPLETED,PHASE4,43.0
NCT02420782,"First-in-human: Single Ascending Dose, Food Effect, Drug-drug Interaction, Multiple Ascending Dose, Proof of Pharmacology",COMPLETED,PHASE1,116.0
NCT02460224,Safety and Efficacy of LAG525 Single Agent and in Combination With PDR001 in Patients With Advanced Malignancies.,COMPLETED,PHASE1,490.0
NCT02623959,Indwelling Pleural Catheter With Either Doxycycline or Saline at Day 7 for Pleurodesis,TERMINATED,PHASE4,3.0
NCT00553059,Palonosetron and Dexamethasone With or Without Dronabinol in Preventing Nausea and Vomiting in Patients Receiving Chemotherapy For Cancer,COMPLETED,PHASE3,62.0
NCT02285959,Super-Selective Intraarterial Intracranial Infusion of Bevacizumab (Avastin) for Glioblastoma Multiforme,UNKNOWN,PHASE1,30.0
NCT00092859,A 2-Year Study of an Investigational Drug in Obese Patients (0557-011),COMPLETED,PHASE3,1500.0
NCT01923480,Dosing Study of Amino Acids in Seriously Ill Patients,TERMINATED,PHASE4,16.0
NCT00710580,Study Comparing the Efficacy and Safety of ABT-874 to Etanercept and Placebo in Subjects With Moderate to Severe Chronic Plaque Psoriasis,COMPLETED,PHASE3,350.0
NCT01845779,Evaluation of Immune Response Against Human Papillomavirus (HPV)in Patients With Metastatic Cancer of the Anal Canal,COMPLETED,NA,64.0
NCT02625480,Study Evaluating Brexucabtagene Autoleucel (KTE-X19) in Pediatric and Adolescent Participants With Relapsed/Refractory B-precursor Acute Lymphoblastic Leukemia or Relapsed/Refractory B-Cell Non-Hodgkin Lymphoma,COMPLETED,PHASE1,95.0
NCT05638880,Clinical Study to Evaluate the Possible Efficacy and Safety of Levocetirizine in Patients With Diabetic Kidney Disease,COMPLETED,PHASE2,60.0
NCT01627379,"Cisplatin and 5-FU +/- Panitumumab for Patients With Nonresectable,Advanced or Metastatic Esophageal Squamous Cell Cancer",TERMINATED,PHASE3,300.0
NCT01516879,Durable Effect of PCSK9 Antibody CompARed wiTh placEbo Study,COMPLETED,PHASE3,905.0
NCT04768179,Safety & Efficacy of Low Dose Aspirin / Ivermectin Combination Therapy for Treatment of Covid-19 Patients,UNKNOWN,PHASE2,490.0
NCT02681679,Topical 0.1% Bromfenac Sodium and Prostaglandin E2 Inhibition in Cataract Surgery,COMPLETED,NA,60.0
NCT03346096,"TEAM (Thiotepa, Etoposide, Cytosar, Melphalan ) for AutoSCT in Lymphoma",COMPLETED,PHASE2,50.0
NCT06706362,Assessing the Utility of Prophylactic Antibiotics at Time of Urethral Bulking Using Bulkamid (Bulkamid Study),RECRUITING,PHASE4,138.0
NCT04498962,"The Effect of Danzhu Fuyuan Granule as Adjunctive Therapy for Chronic Stable Angina, Vascular Dementia and Idiopathic Membranous Nephropathy: A Bayesian Basket Trial",UNKNOWN,NA,240.0
NCT04937062,Phenylbutyrate for Monogenetic Developmental and Epileptic Encephalopathy,ACTIVE_NOT_RECRUITING,EARLY_PHASE1,50.0
NCT01785446,Study of Cisatracurium and Sufentanil Consumption Using a Closed Loop Computer Control Infusion System,UNKNOWN,NA,150.0
NCT00779246,Cost-Effectiveness Study Comparing Chlorhexidine Bathing With Active Surveillance Cultures to Prevent Methicillin-resistant Staphylococcus Aureus & Other Hospital Infections,COMPLETED,NA,1518.0
NCT00424346,"Efficacy, Safety and Tolerability of ACZ885 in Patients With Active Rheumatoid Arthritis",COMPLETED,PHASE2,274.0
NCT00601588,Bioequivalency Study of Sertraline Under Fed Conditions,COMPLETED,NA,43.0
NCT04929288,Neural and Hormonal Influences on Sex Differences in Risk for AUD,RECRUITING,NA,100.0
NCT06251388,A Study of Concurrent Chemoradiotherapy Followed by Cadonilimab（AK104） for Newly Diagnosed Local Advanced Cervical Cancer,RECRUITING,PHASE2,50.0
NCT03516903,Effect of Methotrexate Carried by a Lipid Nanoemulsion on Left Ventricular Remodeling After STEMI,TERMINATED,PHASE2,35.0
NCT00487903,Evaluation and Optimization of PB127 Myocardial Perfusion Echocardiography on Ultrasound Systems,TERMINATED,PHASE2,40.0
NCT06952803,A Study of Metastases Free Survival With Saruparib vs Placebo Added to a Standard RT/ADT in Men With High-risk Prostate Cancer With a BRCA Mutation,RECRUITING,PHASE3,700.0
NCT03090503,Effectiveness of Second Generation Antipsychotics in First Episode Psychosis Patients: 3-year Follow-up,UNKNOWN,PHASE4,200.0
NCT01100203,Aldosterone Blockade in Chronic Kidney Disease: Influence on Arterial Stiffness and Kidney Function,TERMINATED,PHASE3,54.0
NCT01868503,Lapatinib Ditosylate and Radiation Therapy in Treating Patients With Locally Advanced or Locally Recurrent Breast Cancer,TERMINATED,PHASE2,7.0
NCT03827603,Ibrutinib in Steroid Refractory Autoimmune Hemolytic Anemia,UNKNOWN,PHASE2,50.0
NCT03428503,Comparison of Efficacy of Intravenous Paracetamol and Dexketoprofen for Acute Traumatic Musculoskeletal Pain,COMPLETED,PHASE4,200.0
NCT00963703,Treatment of TNFa Naive Patients With Poor Prognosis Rheumatoid Arthritis,COMPLETED,NA,15.0
NCT02859727,Extension to the Study of Efficacy of CDZ173 in Patients With APDS/PASLI,TERMINATED,PHASE2,37.0
NCT00237627,Doxorubicin Hydrochloride Liposome and Bortezomib in Treating Patients With Refractory Hematologic Cancer or Malignant Solid Tumor or Metastatic Breast Cancer,COMPLETED,PHASE1,107.0
NCT02508870,A Study of Atezolizumab Administered Alone or in Combination With Azacitidine in Participants With Myelodysplastic Syndromes,COMPLETED,PHASE1,46.0
NCT00270270,A Study to Evaluate the Safety and Efficacy of Epoetin Alfa Versus Placebo for the Treatment of Anemia in AIDS (Acquired Immunodeficiency Syndrome) Patients With Anemia Caused by the Disease and by Zidovudine (AZT) Therapy,COMPLETED,PHASE2,63.0
NCT03283670,Inhaled Nitrous Oxide for Treatment-Resistant Depression: Optimizing Dosing Strategies,COMPLETED,PHASE2,24.0
NCT00584870,RN624 In Adult Patients With Chronic Low Back Pain,COMPLETED,PHASE2,220.0
NCT05280470,Ifinatamab Deruxtecan (I-DXd) in Subjects With Pretreated Extensive-Stage Small Cell Lung Cancer (ES-SCLC),ACTIVE_NOT_RECRUITING,PHASE2,187.0
NCT01350570,Acupuncture for Patients With Diarrhea-predominant IBS or Functional Diarrhea: a Randomized Controlled Trial,COMPLETED,PHASE2,449.0
NCT01732770,Safety and Efficacy Study to Evaluate Denosumab Compared With Zoledronic Acid in Postmenopausal Women With Osteoporosis,COMPLETED,PHASE4,643.0
NCT04497870,Peppermint Oil Pharmacokinetics/Dynamics,WITHDRAWN,PHASE1,0.0
NCT03357770,The Maximum Tolerated Dose of Mesenchymal Stem Cells From Umbilical Cord,UNKNOWN,NA,9.0
NCT00054873,Tezacitabine With or Without 5-Fluorouracil (5-FU) for Advanced Esophageal Cancer or Gastric Cancer,COMPLETED,PHASE2,
NCT05241873,(Concerto) Study of BLU-451 in Advanced Cancers With EGFR Exon 20 Insertion Mutations,TERMINATED,PHASE1,103.0
NCT06301373,Methotrexate Combined With Tofacitinib in Rheumatoid Arthritis,RECRUITING,NA,130.0
NCT01613183,Exploratory Study of Effective Core Formula of Chinese Medicine to Treat Primary Insomnia,UNKNOWN,NA,2.0
NCT01115673,To Evaluate the Safety and Efficacy of Acetaminophen 650 mg and 1000mg in Dental Pain After Surgery,COMPLETED,PHASE3,540.0
NCT03487783,Aripiprazole Oral Solution in the Treatment of Children and Adolescents With Tourette's Syndrome,COMPLETED,PHASE3,121.0
NCT01590641,A Study Evaluating GS-9620 in Treatment Naive Subjects With Chronic Hepatitis B,COMPLETED,PHASE1,49.0
NCT05803941,Long-Term Safety of Lutetium (177Lu) Vipivotide Tetraxetan in Participants With Prostate Cancer,RECRUITING,PHASE4,700.0
NCT07302841,Tunlametinib + AG + Cetuximab β as First-Line Therapy for Advanced Pancreatic Cancer,NOT_YET_RECRUITING,PHASE4,28.0
NCT01842841,Multicenter Extension Study of Velaglucerase Alfa in Japanese Patients With Gaucher Disease,COMPLETED,PHASE3,5.0
NCT00988741,Trial of ARQ 197 in Patients With Unresectable Hepatocellular Carcinoma (HCC) Who Have Failed One Prior Systemic Therapy,COMPLETED,PHASE2,107.0
NCT01967641,Prescription Opioid Abuse Among Pain Patients: Predictors of Relapse,COMPLETED,PHASE2,51.0
NCT05801354,Turmeric Gel as Alternative Non-vital Pulpotomy Medicament in Primary Teeth,COMPLETED,PHASE1,40.0
NCT07566754,MOTIF@FRESH: Modifying Organisms Transvaginally in Females @ FRESH,NOT_YET_RECRUITING,PHASE2,75.0
NCT00581854,Phase 2 Hyper-CVAD/Rituximab for Untreated Mantle Cell Lymphoma,COMPLETED,PHASE2,22.0
NCT00327054,Effectiveness of Nigella Sativa (Kalonji) Seed in Dyslipidemia,COMPLETED,PHASE1,80.0
NCT00382954,Phase I Using Velcade & Idarubicin in Elderly and Relapsed AML,COMPLETED,PHASE1,55.0
NCT07657754,Effects of Esmolol on Sublingual Microcirculation and Vascular Waterfall Phenomenon in Patients With Septic Shock,NOT_YET_RECRUITING,NA,20.0
NCT02665754,"Intralymphatic Immunotherapy for House Dust Mite, Dog, and Cat Allergy Using Tyrosine S® in Allergic Rhinitis",COMPLETED,PHASE1,32.0
NCT06841705,Early Vedolizumab as First-Line for Immune-Related Colitis Therapy Trial,RECRUITING,PHASE2,80.0
NCT01307605,Rituximab With or Without Lenalidomide in Treating Patients With Previously Untreated Follicular Lymphoma,TERMINATED,PHASE2,154.0
NCT07285005,"A Study to Investigate Efficacy and Safety of KP-001 Compared With Placebo in Patients Aged ≥2 Years With Common VM, Common LM, or KTS/CLOVES Syndrome",NOT_YET_RECRUITING,PHASE3,150.0
NCT01169805,"Prophylactic Effects of Ondansetron, Ramosetron, and Palonosetron on Patient-Controlled Analgesia Related Nausea and Vomiting After Urologic Laparoscopic Surgery",COMPLETED,NA,105.0
NCT00791505,Antibiotic/COPD in Acute Exacerbation of Chronic Obstructive Pulmonary Disease (COPD) Requiring Mechanical Ventilation,COMPLETED,PHASE3,170.0
NCT01546805,Testing the Effect of Zinc Supplementation to Improve the Treatment Effect of Botulinum Toxin for Oculofacial Spasm,UNKNOWN,NA,40.0
NCT01395394,"Phenylketonuria, Oxidative Stress, and BH4",TERMINATED,PHASE2,12.0
NCT00820794,A Phase 1 Study To Estimate The Effects Of PD 0332334 On Lithium Pharmacokinetics In Healthy Subjects,WITHDRAWN,PHASE1,0.0
NCT00136994,IM and Oral in Acute Exacerbation of Schizophrenia (BIZET Study),COMPLETED,PHASE3,160.0
NCT02994394,A Study of OPC-41061 Orally Disintegrating (OD) Tablets Using 2 Different Formulations and 2 Dosing Regimens in Healthy Adult Male Subjects,COMPLETED,PHASE1,84.0
NCT00259766,SHARE - Symbicort and Health Economics in a Real Life Evaluation,COMPLETED,PHASE3,1970.0
NCT05535166,Molecular and Clinical Risk-Directed Therapy for Infants and Young Children With Newly Diagnosed Medulloblastoma,RECRUITING,PHASE2,130.0
NCT03716856,Clinical Study of CAR-BCMA T in Patients With Refractory or Relapsed Multiple Myeloma,UNKNOWN,PHASE1,11.0
NCT01403922,"To Determine Blood Pressure Interaction Between TC-5214 and Anti-Hypertensive Medications (Calcium Channel Blockers, Beta Blockers, and ACE Inhibitors) in Patients With Chronic Hypertension",TERMINATED,PHASE1,80.0
NCT00040456,"Oral Magnesium Pidolate, Hemoglobin SC Disease, MG Pidolate",TERMINATED,PHASE2,12.0
NCT00686556,Total Marrow Irradiation for Refractory Acute Leukemia,COMPLETED,PHASE1,12.0
NCT01660256,Confirmatory Study of OPC-12759 Ophthalmic Solution,COMPLETED,PHASE3,209.0
NCT05980156,Comparing Chemoprevention Drugs for School-based Malaria Control,COMPLETED,PHASE4,646.0
NCT01158222,Sunitinib Malate in Treating Patients With Previously Untreated Metastatic Kidney Cancer,COMPLETED,PHASE2,37.0
NCT02053922,"The Use of Oxytocin, Carbetocin and Buccal Misoprostol in Patients Undergoing Elective Cesarean Section (CS)",COMPLETED,PHASE3,270.0
NCT00940056,Totally Endoscopic Ablation of Atrial Fibrillation,COMPLETED,NA,36.0
NCT01088256,Efficacy of Etoricoxib on Peripheral Hyperalgesia,TERMINATED,PHASE2,9.0
NCT02082522,Efficacy and Safety Study of PDT Using Photofrin in Unresectable Advanced Perihilar Cholangiocarcinoma (OPUS),TERMINATED,PHASE3,28.0
NCT00757731,FMS European Long-Term Study,COMPLETED,PHASE3,490.0
NCT07662720,A Phase II Trial for MOR Antagonism With Axelopran to Enhance Immunotherapy in Head and Neck Cancer,NOT_YET_RECRUITING,PHASE1,18.0
NCT05886920,A Phase 1/2 Study of D3S-002 as Monotherapy or Combination Therapy in Adult Subjects With Advanced Solid Tumors With MAPK Pathway Mutations,RECRUITING,PHASE1,67.0
NCT00618982,Sorafenib Dose Escalation in Renal Cell Carcinoma,COMPLETED,PHASE2,83.0
NCT03933982,A Study of Pyrotinib Plus Vinorelbine in Patients With Brain Metastases From HER2-positive Metastatic Breast Cancer,UNKNOWN,PHASE2,30.0
NCT02328482,Continuation Protocol to Protocol BBCO-001,COMPLETED,PHASE3,9.0
NCT01029782,Comparison of Intravenous Cefazolin Plus Oral Probenecid With Oral Cephalexin for the Treatment of Cellulitis,COMPLETED,PHASE2,206.0
NCT06728982,Impact Of Metformin In Rectal Cancer Patients,COMPLETED,PHASE2,85.0
NCT01749982,A Preliminary Study of Choline and Betaine Supplementation Among Adults Exposed to Arsenic in Bangladesh,COMPLETED,PHASE4,60.0
